"id_client"	"p_resiliation"
"ID_345062479724"	0.725
"ID_252121470101"	0.725
"ID_459324585488"	0.725
"ID_472384256996"	0.725
"ID_859398986427"	0.725
"ID_478298163264"	0.725
"ID_374823049304"	0.725
"ID_151363465726"	0.725
"ID_348124784160"	0.725
"ID_826391151047"	0.725
"ID_755947915956"	0.725
"ID_247207475010"	0.725
"ID_391441639183"	0.725
"ID_885214302729"	0.725
"ID_529077804288"	0.725
"ID_470953693274"	0.71875
"ID_402320401930"	0.71875
"ID_456127616137"	0.71875
"ID_576355025161"	0.71875
"ID_702248731909"	0.71875
"ID_615778988235"	0.71875
"ID_520925792410"	0.71875
"ID_187678142538"	0.71875
"ID_983437355134"	0.71875
"ID_754898408640"	0.71875
"ID_245532589706"	0.71875
"ID_742671333366"	0.71875
"ID_828549999059"	0.71875
"ID_643389273176"	0.71875
"ID_630064318203"	0.71875
"ID_873332795302"	0.71875
"ID_686548210209"	0.71875
"ID_791429477693"	0.71875
"ID_340427242425"	0.71875
"ID_479736635731"	0.71875
"ID_846031748944"	0.71875
"ID_564845301241"	0.71875
